CrewID,HomeTeam,AwayTeam,HomeAway,isPlayoff,TotalFouls
10,7,9,home,0,55
3,8,14,home,0,48
5,3,10,home,0,36
1,4,11,home,0,33
8,11,3,home,0,42
1,13,29,home,0,44
6,11,14,home,0,57
8,1,27,home,0,42
5,19,23,home,0,45
4,19,22,home,0,28
0,11,13,home,1,35
7,11,4,home,0,46
13,9,19,home,0,47
7,10,16,home,0,44
2,29,13,home,0,48
2,9,10,home,0,47
14,26,16,home,0,44
4,12,5,home,0,31
9,7,3,home,1,45
10,19,9,home,0,40
0,28,25,home,0,50
13,8,22,home,0,37
2,16,21,home,0,45
4,18,1,home,0,30
4,16,0,home,0,37
5,13,5,home,0,33
14,21,14,home,0,41
6,27,28,home,0,46
13,3,14,home,0,46
9,8,9,home,0,34
3,19,24,home,0,43
0,10,13,home,0,35
11,18,3,home,0,37
6,18,26,home,0,29
13,17,23,home,0,51
6,3,21,home,0,43
12,7,15,home,0,43
1,29,9,home,0,34
4,11,20,home,0,44
5,9,7,home,0,37
11,8,4,home,0,34
4,16,8,home,1,34
1,10,19,home,0,30
0,25,8,home,0,52
12,12,11,home,0,39
3,15,16,home,0,50
11,18,6,home,0,31
5,5,4,home,0,27
2,5,13,home,0,55
9,6,14,home,0,41
9,22,16,home,0,37
7,1,27,home,0,34
9,7,22,home,0,39
11,8,3,home,0,49
7,25,1,home,1,35
11,19,23,home,0,44
2,25,28,home,1,40
6,5,9,home,0,30
10,3,12,home,0,47
3,1,15,home,0,59
5,24,26,home,0,29
0,3,13,home,1,53
9,3,24,home,0,40
7,28,2,home,0,37
8,8,29,home,0,39
7,3,19,home,0,35
4,0,17,home,0,28
12,18,11,home,0,38
13,8,13,home,0,47
5,16,11,home,0,33
4,9,4,home,0,29
11,16,22,home,0,43
11,29,1,home,0,45
13,17,29,home,1,47
0,2,0,home,0,44
3,13,0,home,0,41
14,11,25,home,0,40
8,4,14,home,0,50
13,17,28,home,0,36
13,15,14,home,0,56
1,12,3,home,0,47
1,21,9,home,0,34
8,4,18,home,0,40
10,17,13,home,0,39
8,5,14,home,1,53
5,6,24,home,0,25
14,26,19,home,0,46
3,16,11,home,0,42
14,11,1,home,0,55
4,1,0,home,0,32
12,26,17,home,0,40
2,29,8,home,0,49
4,3,29,home,0,48
13,23,9,home,0,47
8,13,25,home,0,43
5,21,2,home,0,31
12,18,2,home,0,31
0,19,28,home,0,40
5,4,27,home,0,34
0,7,16,home,0,39
12,18,19,home,0,38
12,14,6,home,0,54
4,23,3,home,0,30
8,5,20,home,0,39
13,5,21,home,0,36
14,15,0,home,0,48
7,29,2,home,0,32
9,1,17,home,0,46
14,21,1,home,0,47
13,12,13,home,0,53
9,13,19,home,0,57
8,12,18,home,0,44
12,15,6,home,0,38
5,18,3,home,0,31
11,2,28,home,0,36
4,15,5,home,0,42
13,22,10,home,0,35
3,9,11,home,0,51
1,12,14,home,0,43
3,13,24,home,0,47
3,14,10,home,0,52
5,5,8,home,1,31
12,11,27,home,0,53
3,18,19,home,0,52
11,2,21,home,0,41
0,13,17,home,0,50
10,6,5,home,0,52
11,3,12,home,0,52
6,10,29,home,0,34
8,22,1,home,0,38
0,20,5,home,0,53
13,27,23,home,0,48
2,28,8,home,0,40
14,12,20,home,0,55
3,22,25,home,0,39
10,24,23,home,0,50
1,7,5,home,0,38
11,25,15,home,0,55
9,2,7,home,0,43
6,14,3,home,0,46
3,5,23,home,0,49
9,8,3,home,1,50
3,27,6,home,0,39
1,4,23,home,0,29
9,25,26,home,0,43
9,3,23,home,0,42
0,26,5,home,0,51
7,18,8,home,1,30
10,15,17,home,0,46
4,20,7,home,0,42
7,2,29,home,1,33
1,8,15,home,0,39
11,6,10,home,0,45
14,0,13,home,0,43
3,14,1,home,0,58
12,11,12,home,1,47
14,15,25,home,0,65
8,15,12,home,0,44
11,10,28,home,0,47
13,15,3,home,0,63
7,0,26,home,0,36
1,4,7,home,0,51
14,24,5,home,0,34
5,2,1,home,1,33
14,1,18,home,0,45
14,21,12,home,0,44
6,12,23,home,0,33
11,25,20,home,0,61
4,26,22,home,0,27
9,27,3,home,0,34
4,8,18,home,0,32
4,20,18,home,0,23
10,1,12,home,1,40
12,22,23,home,0,37
3,28,14,home,0,51
13,14,28,home,0,55
7,12,15,home,0,61
8,14,29,home,0,36
14,4,2,home,1,37
8,22,21,home,0,31
0,5,9,home,0,39
2,6,7,home,0,52
13,10,29,home,0,42
10,7,19,home,0,56
8,12,27,home,0,41
3,9,28,home,0,52
6,1,9,home,0,43
8,19,12,home,0,41
6,15,3,home,0,62
0,6,3,home,0,36
11,26,8,home,1,30
12,0,25,home,0,43
10,13,11,home,0,60
1,16,5,home,0,35
13,6,24,home,0,47
9,27,14,home,0,31
1,10,14,home,1,33
10,7,18,home,0,54
0,3,25,home,0,43
7,25,6,home,0,38
2,24,17,home,0,58
13,9,27,home,0,32
0,18,28,home,0,42
9,19,22,home,1,38
7,14,21,home,0,38
7,11,6,home,0,52
1,6,28,home,0,42
12,17,18,home,0,33
9,29,16,home,1,37
2,9,2,home,0,45
7,10,0,home,0,43
12,24,28,home,0,44
4,4,5,home,1,26
10,6,13,home,0,45
6,0,20,home,0,46
9,12,0,home,0,35
11,24,0,home,0,46
5,18,15,home,0,38
1,23,25,home,1,36
14,27,8,home,0,43
14,29,22,home,0,42
0,23,10,home,0,46
0,14,4,home,0,35
14,21,28,home,0,44
8,12,0,home,0,59
13,26,15,home,0,57
6,25,11,home,0,42
6,11,16,home,0,35
3,11,7,home,0,50
6,13,19,home,0,47
5,1,27,home,0,26
10,22,10,home,0,54
1,4,21,home,0,29
12,15,23,home,0,41
2,28,3,home,0,44
5,8,5,home,0,32
5,9,2,home,1,24
8,29,10,home,0,41
13,0,23,home,0,40
10,24,22,home,0,51
4,8,19,home,1,33
5,2,22,home,0,26
4,25,12,home,0,34
11,15,1,home,0,55
6,23,10,home,0,36
14,7,20,home,0,43
14,16,5,home,0,43
2,27,28,home,0,48
1,10,17,home,0,23
4,7,2,home,1,42
9,7,5,home,0,42
7,13,14,home,1,48
2,23,27,home,1,51
4,10,20,home,0,29
6,25,7,home,0,36
1,19,3,home,0,33
5,28,11,home,0,34
7,11,16,home,0,34
3,9,18,home,0,39
14,23,0,home,0,55
5,3,27,home,0,24
14,20,16,home,0,35
14,0,3,home,0,44
12,26,17,home,0,50
9,2,16,home,0,41
7,12,0,home,0,42
2,20,2,home,0,51
4,8,5,home,0,33
14,18,8,home,1,42
13,0,28,home,0,50
10,7,14,home,0,48
8,12,8,home,0,39
8,22,10,home,0,31
12,14,18,home,1,26
13,22,2,home,0,34
6,14,24,home,0,53
8,22,12,home,0,48
8,17,19,home,0,37
1,0,1,home,0,42
4,0,26,home,0,27
0,23,12,home,0,41
13,29,12,home,0,34
2,2,26,home,0,47
12,12,1,home,0,43
5,20,9,home,0,35
12,26,6,home,1,42
9,2,7,home,0,27
5,22,25,home,1,28
5,15,3,home,0,47
10,22,14,home,0,39
13,22,8,home,0,56
13,29,14,home,0,49
6,11,7,home,0,39
11,22,25,home,0,49
1,1,20,home,0,46
13,21,26,home,0,51
8,12,13,home,0,37
5,14,25,home,1,35
8,22,17,home,0,41
4,23,18,home,0,30
1,8,25,home,0,41
7,11,17,home,0,44
5,17,28,home,0,33
8,1,21,home,0,39
11,4,11,home,0,61
2,29,7,home,1,44
12,11,25,home,0,36
11,27,28,home,0,53
14,16,19,home,0,44
3,18,20,home,0,55
12,1,17,home,0,42
14,26,13,home,0,37
10,6,9,home,1,34
12,29,6,home,0,41
11,18,8,home,0,52
13,28,24,home,0,53
7,20,15,home,0,53
0,4,11,home,1,42
0,13,15,home,0,53
5,1,29,home,0,33
8,16,7,home,0,59
7,16,20,home,1,35
13,0,24,home,0,52
9,20,18,home,0,23
6,19,2,home,1,39
14,14,24,home,0,50
12,25,27,home,0,30
1,10,0,home,0,30
3,13,2,home,0,54
6,25,3,home,0,59
5,12,28,home,0,35
14,15,13,home,0,32
6,18,24,home,0,38
3,27,24,home,0,52
2,14,8,home,0,47
2,21,16,home,0,39
14,2,17,home,0,41
7,5,12,home,0,34
5,5,21,home,0,36
10,7,8,home,0,55
0,19,5,home,0,43
12,11,22,home,0,52
6,16,3,home,0,51
13,11,16,home,0,35
3,11,14,home,0,49
7,14,9,home,0,39
8,20,22,home,0,34
9,8,23,home,0,37
11,14,15,home,0,53
3,29,14,home,0,55
13,28,11,home,0,54
0,11,21,home,0,43
12,9,6,home,0,33
12,4,0,home,0,39
12,7,10,home,0,37
12,23,9,home,0,46
2,21,8,home,0,41
8,13,23,home,0,44
2,29,2,home,0,35
12,10,14,home,0,35
11,29,0,home,0,47
1,2,17,home,0,40
13,15,20,home,0,49
0,2,17,home,0,41
14,24,29,home,0,43
8,15,3,home,1,39
3,2,19,home,0,39
3,20,21,home,0,48
8,21,2,home,0,39
12,10,16,home,0,27
10,18,3,home,0,42
11,5,27,home,1,48
2,12,1,home,1,46
11,17,7,home,0,43
6,18,1,home,0,40
12,24,15,home,0,51
11,6,24,home,0,48
7,8,15,home,1,50
5,16,13,home,0,30
13,6,17,home,0,40
0,8,12,home,0,40
4,28,13,home,0,39
9,29,12,home,0,35
6,12,25,home,0,47
1,6,1,home,0,35
6,7,27,home,0,39
1,9,15,home,1,32
4,16,9,home,0,25
4,14,28,home,1,25
13,29,17,home,0,48
9,3,11,home,0,39
4,29,17,home,0,33
0,26,4,home,0,48
4,4,24,home,0,27
3,18,1,home,0,48
7,10,20,home,0,36
10,26,27,home,0,42
10,27,7,home,1,52
9,8,22,home,0,42
6,2,23,home,1,44
2,10,20,home,1,40
2,4,23,home,0,32
1,7,27,home,0,34
8,29,5,home,0,44
3,27,28,home,0,48
7,6,21,home,0,39
11,2,21,home,1,34
9,28,16,home,0,39
13,24,4,home,0,51
4,24,19,home,0,43
7,7,8,home,1,46
11,16,3,home,1,49
4,26,14,home,0,31
11,23,28,home,1,37
5,11,10,home,0,37
11,12,4,home,0,55
9,11,14,home,1,33
11,4,29,home,0,48
4,5,17,home,0,41
9,13,11,home,0,39
11,20,27,home,0,57
12,19,0,home,0,41
11,5,4,home,0,40
12,13,4,home,0,40
3,27,12,home,0,50
4,0,15,home,0,40
14,0,27,home,0,41
11,8,7,home,1,50
3,24,22,home,0,39
11,16,23,home,0,58
13,27,1,home,1,41
2,5,28,home,0,48
14,17,9,home,0,36
5,21,17,home,0,36
9,22,20,home,0,34
13,9,24,home,0,41
4,8,16,home,1,28
8,2,20,home,0,39
0,17,5,home,0,43
1,21,4,home,0,33
12,11,5,home,0,31
11,27,13,home,0,62
4,1,21,home,0,37
0,5,16,home,0,44
1,3,26,home,0,53
12,14,24,home,1,31
2,4,25,home,1,40
9,0,7,home,0,41
8,7,16,home,1,52
7,27,25,home,1,25
6,29,2,home,0,43
14,17,20,home,0,43
2,24,8,home,0,42
0,22,8,home,1,43
10,13,5,home,0,46
3,3,15,home,1,47
6,28,7,home,0,43
4,28,16,home,0,29
13,16,8,home,0,54
5,3,29,home,0,34
10,1,8,home,1,40
12,5,1,home,1,43
0,14,25,home,0,40
5,10,28,home,1,47
2,19,20,home,0,59
10,12,16,home,0,36
7,1,8,home,1,32
0,18,4,home,1,36
6,18,21,home,0,39
0,28,11,home,0,45
11,4,28,home,0,50
13,1,6,home,0,59
0,23,18,home,0,28
11,9,0,home,0,45
8,18,6,home,0,44
12,17,6,home,0,33
1,7,13,home,0,42
5,24,8,home,0,34
5,4,5,home,0,38
1,4,17,home,0,33
7,3,26,home,0,44
0,16,28,home,0,45
7,5,10,home,0,40
10,9,17,home,0,34
10,0,26,home,1,50
5,15,21,home,1,49
6,8,28,home,0,43
8,20,28,home,0,45
8,26,4,home,0,65
3,22,25,home,1,33
13,14,19,home,1,56
7,27,1,home,0,39
13,26,15,home,1,58
8,15,16,home,0,41
0,1,23,home,1,36
1,12,10,home,0,47
2,21,16,home,0,31
14,9,13,home,1,43
4,22,5,home,1,26
2,10,0,home,0,37
10,1,20,home,0,50
5,0,11,home,0,40
4,11,9,home,0,49
7,13,23,home,0,39
8,24,12,home,0,46
13,10,21,home,0,47
2,22,6,home,0,34
10,8,17,home,1,49
5,3,17,home,0,41
12,12,25,home,0,47
9,19,29,home,0,39
10,18,20,home,0,59
13,18,25,home,0,53
2,18,26,home,1,39
14,12,20,home,0,57
1,14,1,home,1,36
9,21,8,home,0,38
11,6,9,home,0,42
6,6,4,home,0,47
4,8,10,home,0,28
14,14,16,home,0,44
13,18,15,home,0,52
3,9,5,home,1,37
11,8,9,home,0,50
10,22,4,home,0,49
1,17,21,home,0,40
1,14,22,home,0,41
11,6,24,home,1,57
10,8,7,home,0,44
1,7,6,home,0,35
0,26,27,home,0,40
9,25,9,home,0,40
10,13,4,home,0,48
12,6,20,home,0,36
11,28,15,home,0,57
8,17,24,home,0,48
9,8,21,home,0,30
0,20,22,home,0,41
6,25,22,home,0,38
4,22,9,home,1,22
10,26,16,home,0,57
0,7,20,home,0,50
5,3,29,home,0,35
5,22,8,home,0,29
4,8,26,home,0,27
0,21,14,home,0,33
5,28,18,home,0,24
9,7,22,home,0,34
7,0,1,home,0,33
6,29,20,home,1,36
3,20,24,home,0,63
6,28,29,home,0,48
12,28,17,home,0,41
7,4,12,home,0,36
1,22,16,home,0,34
14,27,5,home,0,36
14,23,13,home,0,42
1,21,6,home,0,31
3,25,2,home,0,44
9,13,11,home,0,36
5,7,4,home,0,35
4,7,24,home,0,38
0,6,19,home,0,46
7,23,10,home,0,26
7,3,28,home,1,35
10,27,5,home,1,37
14,0,6,home,0,40
8,19,14,home,0,40
11,8,6,home,0,35
0,4,13,home,0,57
9,28,17,home,1,35
10,12,9,home,0,41
5,24,25,home,0,42
8,0,16,home,0,33
10,24,28,home,0,49
11,12,16,home,0,44
7,29,1,home,0,37
12,19,15,home,0,70
9,11,21,home,0,33
7,12,15,home,0,46
4,7,6,home,0,33
6,2,0,home,1,37
7,6,28,home,0,39
2,18,20,home,0,40
7,24,3,home,0,43
2,28,4,home,0,50
0,8,29,home,1,52
7,4,25,home,0,42
9,28,18,home,0,34
8,5,12,home,0,46
2,3,11,home,0,51
2,15,0,home,0,47
7,5,9,home,0,38
11,12,14,home,0,45
3,1,6,home,0,46
1,4,2,home,0,35
13,21,1,home,0,43
4,19,12,home,1,23
7,24,5,home,0,35
13,26,25,home,0,57
4,1,17,home,0,44
0,11,10,home,1,45
4,27,10,home,1,28
2,12,2,home,0,35
2,21,5,home,1,35
9,4,20,home,0,30
7,1,17,home,0,37
6,6,4,home,0,38
7,25,9,home,0,40
1,5,19,home,0,45
10,9,16,home,0,43
6,4,7,home,0,47
9,24,13,home,1,42
14,5,12,home,0,47
4,18,14,home,0,32
11,19,6,home,1,40
8,24,25,home,0,53
7,22,20,home,0,40
2,19,7,home,0,49
6,28,5,home,0,41
10,9,25,home,0,63
6,24,14,home,0,38
14,6,3,home,0,40
12,27,26,home,0,44
2,29,5,home,1,40
6,17,1,home,0,39
2,8,21,home,0,45
4,16,0,home,1,22
9,22,17,home,0,28
12,6,17,home,0,34
6,16,14,home,0,32
4,1,21,home,0,33
9,24,26,home,0,46
11,26,17,home,0,42
10,28,16,home,0,37
11,24,14,home,0,60
11,18,1,home,0,44
6,3,15,home,0,58
9,11,0,home,1,32
7,12,7,home,1,46
1,12,29,home,0,37
3,21,17,home,1,51
10,13,6,home,0,40
3,9,11,home,0,41
14,12,11,home,0,53
8,10,18,home,0,40
2,21,23,home,0,41
1,29,24,home,1,29
14,14,7,home,0,51
1,27,8,home,0,26
10,5,26,home,0,54
1,2,18,home,0,36
10,1,16,home,0,50
6,1,13,home,1,43
1,20,10,home,0,42
1,9,0,home,0,26
8,26,21,home,0,44
9,22,29,home,1,37
10,2,16,home,0,49
2,18,19,home,0,52
6,15,21,home,0,58
14,5,18,home,0,32
12,13,15,home,0,38
8,13,15,home,0,46
14,27,20,home,0,44
8,23,0,home,0,35
11,21,25,home,0,56
8,21,29,home,0,43
0,1,26,home,0,57
8,29,27,home,1,25
9,22,17,home,0,32
2,17,29,home,0,43
7,5,29,home,0,40
11,28,0,home,0,49
9,23,24,home,1,33
13,16,1,home,1,38
9,9,1,home,0,25
0,25,20,home,1,54
1,0,3,home,0,31
5,28,29,home,0,36
11,16,5,home,1,44
7,26,7,home,0,42
10,18,22,home,0,41
13,29,22,home,1,41
6,4,21,home,0,32
6,2,4,home,0,32
10,5,21,home,1,42
13,8,6,home,0,40
12,21,4,home,0,46
8,7,19,home,0,46
6,22,10,home,0,44
2,15,0,home,0,49
8,27,14,home,0,33
5,19,1,home,0,31
14,23,28,home,1,35
8,15,18,home,0,47
8,5,17,home,0,48
2,3,11,home,0,52
5,7,9,home,0,22
4,4,26,home,0,25
10,11,14,home,0,53
7,7,10,home,1,42
10,24,21,home,0,40
6,17,4,home,0,50
0,19,2,home,0,44
0,26,7,home,0,52
10,7,11,home,0,59
12,22,8,home,0,39
3,29,22,home,0,41
1,0,14,home,0,40
10,13,23,home,0,35
9,23,12,home,0,41
11,17,23,home,0,32
7,6,9,home,0,32
14,7,22,home,0,50
1,1,21,home,0,32
10,23,19,home,0,45
4,3,2,home,0,40
1,10,27,home,1,29
0,21,29,home,0,47
3,2,14,home,1,45
10,4,22,home,0,47
5,21,19,home,0,32
14,2,4,home,0,45
9,16,27,home,0,42
8,21,10,home,0,33
13,2,25,home,1,47
7,28,25,home,0,46
1,15,12,home,0,54
13,26,14,home,0,44
1,29,26,home,0,35
6,13,18,home,0,44
14,25,26,home,1,41
3,21,14,home,0,43
7,16,13,home,0,42
7,3,19,home,0,41
9,5,7,home,0,39
8,8,21,home,1,35
9,5,29,home,0,21
3,17,29,home,0,38
12,13,6,home,0,32
12,19,12,home,0,54
14,17,13,home,0,54
2,4,2,home,0,40
14,10,11,home,0,36
13,29,1,home,0,52
0,3,12,home,1,41
1,8,13,home,0,41
10,7,12,home,0,50
10,12,5,home,0,45
7,26,11,home,1,37
7,12,13,home,0,48
2,7,18,home,0,48
12,10,12,home,0,34
8,5,16,home,0,41
11,10,21,home,0,46
12,4,9,home,0,37
13,27,11,home,0,31
11,8,19,home,0,41
5,8,16,home,1,31
1,11,26,home,1,31
0,10,5,home,0,42
7,18,29,home,1,46
12,15,14,home,0,50
13,16,19,home,0,42
0,19,7,home,1,45
5,23,2,home,0,21
11,19,16,home,0,57
4,11,29,home,0,31
5,4,20,home,0,53
3,5,29,home,0,54
2,17,13,home,0,29
7,24,29,home,0,44
10,12,17,home,0,49
5,28,19,home,1,30
6,29,16,home,0,45
7,19,11,home,0,41
10,29,12,home,0,59
1,8,1,home,0,34
10,26,2,home,1,33
0,26,13,home,0,45
6,0,9,home,1,38
11,23,1,home,0,50
3,25,2,home,0,45
9,0,16,home,0,42
4,28,23,home,0,23
5,7,6,home,0,36
6,15,20,home,0,55
11,6,17,home,0,38
10,27,17,home,0,38
1,25,24,home,0,35
1,14,13,home,0,42
0,6,29,home,0,47
7,18,8,home,0,45
14,17,10,home,1,42
13,23,3,home,0,45
13,9,1,home,0,50
12,3,12,home,0,38
8,26,19,home,0,39
7,9,21,home,0,43
9,23,8,home,0,27
3,26,21,home,0,41
5,1,7,home,0,41
8,1,17,home,0,44
8,6,8,home,0,33
11,15,7,home,0,64
10,4,1,home,0,41
7,0,11,home,0,41
2,9,20,home,0,46
13,15,6,home,0,47
11,4,7,home,0,52
4,6,27,home,1,31
9,17,9,home,0,34
3,16,18,home,0,45
9,4,28,home,0,43
0,25,21,home,0,39
